SE NUM,MERCHANT LEVEL,MERCHANT ID,MERCHANTSTARTDATE, MERCHANTENDDATE,MERCHANTNAME
9311180260,C,,5/8/2013,6/20/2013,CAFE QUATRE JEUDIS LTEE       
9313612591,C,,5/8/2013,6/20/2013,ENTERPRISE RAC C799           
9313626112,C,,5/8/2013,6/20/2013,C/O HERTZ DATA CENTER         
9313902935,C,,5/8/2013,6/20/2013,THRIFTY LOC D'AUTO            
9314506677,C,,5/8/2013,6/20/2013,JONATHAN ROCHE                
9314510034,C,,5/8/2013,6/20/2013,LES VET H VEZINA INC          
9314521676,C,,5/8/2013,6/20/2013,BOUTIQUE COLORI INC           
9314600504,C,,5/8/2013,6/20/2013,RODRIGUE BEDARD ENR           
9314604456,C,,5/8/2013,6/20/2013,BOUTIQUE LE CHANDELIER        
9314614141,C,,5/8/2013,6/20/2013,LIBRAIRIE DONJON INC          
9314702383,C,,5/8/2013,6/20/2013,MATHEW CHARLES                
9314775132,C,,5/8/2013,6/20/2013,AERRIANTA INT'L N.A. INC      
9314813016,C,,5/8/2013,6/20/2013,BOITEAU LUMINAIRE INC         
9314817009,C,,5/8/2013,6/20/2013,ENCADREMENTS STE-ANNE INC     
9314827180,C,,5/8/2013,6/20/2013,BAMBINO                       
9314833071,C,,5/8/2013,6/20/2013,RADIO ST HUBERT               
9314837973,C,,5/8/2013,6/20/2013,BOUTIQUE SKI MICHEL           
9314853426,C,,5/8/2013,6/20/2013,MILLION TAPIS & TUILES        
9314855264,C,,5/8/2013,6/20/2013,TENNIS 13 INC                 
9314855314,C,,5/8/2013,6/20/2013,RB MTL                        
9314855819,C,,5/8/2013,6/20/2013,LES EDTNS FLAMMARION LTEE     
9314858441,C,,5/8/2013,6/20/2013,BOUTIQUE DU LYS G.C. LTEE     
9314877003,C,,5/8/2013,6/20/2013,ZEIDEL PINSKY OPTOMETRSTS     
9314924193,C,,5/8/2013,6/20/2013,FUTURE ELECTRONICS-CAP        
9314930786,C,,5/8/2013,6/20/2013,FRUITS ET PASSION             
9314942344,C,,5/8/2013,6/20/2013,CAP-QUEBEC                    
9315011487,C,,5/8/2013,6/20/2013,BOUTIQUE GABY INC             
9315018219,C,,5/8/2013,6/20/2013,GRPE LES AILES DE LA MODE     
9315200569,C,,5/8/2013,6/20/2013,BIJOUTERIE SUISSE             
9315204686,C,,5/8/2013,6/20/2013,BIJOUTERIE L BOILY            
9316704924,C,,5/8/2013,6/20/2013,READER'S DIGEST ASSN          
9320001010,C,,5/8/2013,6/20/2013,ARTS AND HERITAGE             
9320037287,C,,5/8/2013,6/20/2013,PACIFIC YACHTING              
9320083901,C,,5/8/2013,6/20/2013,GS LTD                        
9320104509,C,,5/8/2013,6/20/2013,GRIZZLY MOTEL                 
9320138234,C,,5/8/2013,6/20/2013,RIBBONS RECYCLED              
9320179782,C,,5/8/2013,6/20/2013,ROYAL ANNE HOTEL              
9320235105,C,,5/8/2013,6/20/2013,FOUR SEASON'S MOTEL           
9320283766,C,,5/8/2013,6/20/2013,TONY ROMA'S                   
9320344030,C,,5/8/2013,6/20/2013,PANAGO PIZZA - CAP            
9320390975,C,,5/8/2013,6/20/2013,SPORT MART                    
9320396014,C,,5/8/2013,6/20/2013,FIRST CLASS CLEANERS #4       
9320397053,C,,5/8/2013,6/20/2013,"RED DEER, CALGARY WEST, D     "
9320496020,C,,5/8/2013,6/20/2013,BOSLEYS PET FOOD-CAP          
9320514905,C,,5/8/2013,6/20/2013,B&W INSURANCE CAP             
9320521934,C,,5/8/2013,6/20/2013,REDFERN ENTERPRISES LTD       
9320526149,C,,5/8/2013,6/20/2013,BLACKHAWK GOLF COURSE         
9320540942,C,,5/8/2013,6/20/2013,MARY BROWNS SPRINGDALE        
9320591952,C,,5/8/2013,6/20/2013,HALLMARK CARDS                
9320597934,C,,5/8/2013,6/20/2013,MARK'S WORK WEARHOUSE         
9320644199,C,,5/8/2013,6/20/2013,RIMEX SUPPLY ALBERTA LTD      
9320673511,C,,5/8/2013,6/20/2013,BUFFY'S LICENSED LIQUOR       
9320734545,C,,5/8/2013,6/20/2013,BOSTON PIZZA 190 DLVR         
9320774467,C,,5/8/2013,6/20/2013,KOCH FORD LINCOLN SALES       
9320775100,C,,5/8/2013,6/20/2013,FRIENDLY MIKE'S PUB           
9320784060,C,,5/8/2013,6/20/2013,WAWANESA - CORP CAP           
9320829030,C,,5/8/2013,6/20/2013,ABC COUNTRY RESTAURANT        
9320834865,C,,5/8/2013,6/20/2013,ANNAPOLIS ROYAL INN           
9320857130,C,,5/8/2013,6/20/2013,CASH OFFICE                   
9320877252,C,,5/8/2013,6/20/2013,TAYLOR FLOORING               
9320961148,C,,5/8/2013,6/20/2013,ADVANCE ELECTRONICS           
9320971162,C,,5/8/2013,6/20/2013,WESTERN BUDGET MOTELS RED     
9320975866,C,,5/8/2013,6/20/2013,SILVERSTONE JEWELLERY         
9320985246,C,,5/8/2013,6/20/2013,M S SOCIETY OF CANADA SAS     
9320995781,C,,5/8/2013,6/20/2013,CHOICES SEMINARS              
9321002454,C,,5/8/2013,6/20/2013,HOUSE OF MEI MEI              
9321027840,C,,5/8/2013,6/20/2013,THE CHIMNEY                   
9321040389,C,,5/8/2013,6/20/2013,GARDEN VIEW RESTAURANT        
9321134323,C,,5/8/2013,6/20/2013,GOTREKKERS                    
9321139090,C,,5/8/2013,6/20/2013,ALDEASA VANCOUVER             
9321174329,C,,5/8/2013,6/20/2013,LABOUR READY                  
9321202724,C,,5/8/2013,6/20/2013,PENFOLDS                      
9321207061,C,,5/8/2013,6/20/2013,WERK INDUSTRIES               
9321207798,C,,5/8/2013,6/20/2013,MARY BROWN'S FRIED CHICK      
9321216278,C,,5/8/2013,6/20/2013,FUTURE INN MONCTON            
9321236672,C,,5/8/2013,6/20/2013,M R F A                       
9321250756,C,,5/8/2013,6/20/2013,MUDDY WATERS MARINE PUB       
9321268964,C,,5/8/2013,6/20/2013,MAY GARDEN                    
9321296825,C,,5/8/2013,6/20/2013,SPIRIT RIDGE HOTEL            
9321342637,C,,5/8/2013,6/20/2013,TRUDEAU'S DRY CLEANERS 83     
9321342660,C,,5/8/2013,6/20/2013,PAGE THE CLEANERS             
9321357171,C,,5/8/2013,6/20/2013,O LEARY FAMERS CO OP          
9321421399,C,,5/8/2013,6/20/2013,BURGER KING                   
9321450653,C,,5/8/2013,6/20/2013,SYDNEY'S VIDEO-ASHBY BRAN     
9321520554,C,,5/8/2013,6/20/2013,CANADIAN CANCER SOCIETY       
9321576440,C,,5/8/2013,6/20/2013,BUFFALO AIR EXPRESS - EDM     
9321596968,C,,5/8/2013,6/20/2013,NEIL GODIN INTERNATIONAL      
9321604028,C,,5/8/2013,6/20/2013,THE AUSSIE WESTERN WEAR-S     
9321604077,C,,5/8/2013,6/20/2013,HAVEN                         
9321699986,C,,5/8/2013,6/20/2013,LA COOPERATIVE DE CARAQUE     
9321746209,C,,5/8/2013,6/20/2013,CRYSTAL HEARING CENTRE LT     
9321808835,C,,5/8/2013,6/20/2013,KAMLOOPS FORD LINCOLN         
9321831787,C,,5/8/2013,6/20/2013,USA LIMOS.COM INC.            
9321860687,C,,5/8/2013,6/20/2013,CONWAY FLOWERS BLUE FIN G     
9321871247,C,,5/8/2013,6/20/2013,GREAT WEST EQUIPMENT          
9321884091,C,,5/8/2013,6/20/2013,SQUEEZY PILLOWS               
9321955826,C,,5/8/2013,6/20/2013,LUSHWEAR FASHION LTD          
9321956311,C,,5/8/2013,6/20/2013,M.C. FITNESS AND SPA INC.     
9321962186,C,,5/8/2013,6/20/2013,BWIRELESS                     
9321962806,C,,5/8/2013,6/20/2013,LE'S PHO RESTAURANT           
9321964133,C,,5/8/2013,6/20/2013,PROFESSIONAIL MARLBOROUGH     
9321966179,C,,5/8/2013,6/20/2013,CAP CONNECTION                
9321966807,C,,5/8/2013,6/20/2013,EAST END SERVICES             
9321983463,C,,5/8/2013,6/20/2013,LIQUOR STORE RMS              
9321986912,C,,5/8/2013,6/20/2013,LIQUOR STORES NORTH CC2       
9321986953,C,,5/8/2013,6/20/2013,LIQUOR STORES S CC3 BARN      
9321990104,C,,5/8/2013,6/20/2013,GRECO PIZZA/CAPTAIN SUB       
9321994163,C,,5/8/2013,6/20/2013,CANADA TAXRESOURCES INC       
9322002255,C,,5/8/2013,6/20/2013,SECOND CUP #09435# QFF        
9322016982,C,,5/8/2013,6/20/2013,SUPREME TRUCK & CAR WASH      
9322048084,C,,5/8/2013,6/20/2013,EDMONTON NUT & BOLT           
9322057747,C,,5/8/2013,6/20/2013,THE PROVINCIAL AUTISM CEN     
9322057762,C,,5/8/2013,6/20/2013,WILD MOUNTAIN JASPER          
9322064180,C,,5/8/2013,6/20/2013,SPECTRUM TEL                  
9322068546,C,,5/8/2013,6/20/2013,KRAMER LTD                    
9322068611,C,,5/8/2013,6/20/2013,PIZZA TWICE                   
9322073165,C,,5/8/2013,6/20/2013,BIG BUS VICTORIA.CA           
9322108458,C,,5/8/2013,6/20/2013,L W LAW JINKS                 
9322121345,C,,5/8/2013,6/20/2013,ISLAND TREASURES              
9322126385,C,,5/8/2013,6/20/2013,COAST CANADIAN INN            
9322155897,C,,5/8/2013,6/20/2013,HAMPTON INN & SUITES          
9322156465,C,,5/8/2013,6/20/2013,GOLD N TAN                    
9322160152,C,,5/8/2013,6/20/2013,AFFORDABLE SEW & VAC CENT     
9322164550,C,,5/8/2013,6/20/2013,CAPILANO PERFORMING ARTS      
9322174096,C,,5/8/2013,6/20/2013,CHRISTIAN LIFE ASSEMBLY       
9322182891,C,,5/8/2013,6/20/2013,CML-PALLISER                  
9322184673,C,,5/8/2013,6/20/2013,LIBERTY TAX SERVICE           
9322189334,C,,5/8/2013,6/20/2013,R L FULTON EQUIPMENT LTD      
9322191769,C,,5/8/2013,6/20/2013,ROXIES                        
9322203168,C,,5/8/2013,6/20/2013,DAIRYTOWN VETERINARY HOSP     
9322216038,C,,5/8/2013,6/20/2013,STANLEY ACCESS TECHNOLOGI     
9322235590,C,,5/8/2013,6/20/2013,NECCS (GENESIS CENTRE)        
9322237067,C,,5/8/2013,6/20/2013,MAX QUIP                      
9322241952,C,,5/8/2013,6/20/2013,OPENBOX CO                    
9322250516,C,,5/8/2013,6/20/2013,SCALLYWAGS                    
9322252124,C,,5/8/2013,6/20/2013,TANTRAMAR CHEVROLET BUICK     
9322268328,C,,5/8/2013,6/20/2013,COMFORT CLASSICS CLOTHING     
9322276578,C,,5/8/2013,6/20/2013,WEST COAST TICKETS            
9322277170,C,,5/8/2013,6/20/2013,MARGARETA                     
9322277832,C,,5/8/2013,6/20/2013,ANDREA KOSOLOFSKI TUPPERW     
9322277907,C,,5/8/2013,6/20/2013,SUDDEN IMPACT AUTOBODY        
9322279408,C,,5/8/2013,6/20/2013,MASON TAILORS                 
9322280059,C,,5/8/2013,6/20/2013,SUBWAY #11243                 
9322280786,C,,5/8/2013,6/20/2013,B A BEWMASTER                 
9322281420,C,,5/8/2013,6/20/2013,PROMISCUOUS NAILS             
9322282444,C,,5/8/2013,6/20/2013,HAULAWAY AND MORE INC         
9322283285,C,,5/8/2013,6/20/2013,HOME ELEGANCE DESIGN          
9322284911,C,,5/8/2013,6/20/2013,DYNAMIC FOOTWORKS             
9322285868,C,,5/8/2013,6/20/2013,BC MURPHY WALL BED LTD        
9322287914,C,,5/8/2013,6/20/2013,ECOLINE WINDOWS               
9322289175,C,,5/8/2013,6/20/2013,MAYFAIR TAXI                  
9322294563,C,,5/8/2013,6/20/2013,TARGET PARK                   
9322297103,C,,5/8/2013,6/20/2013,SUPERLOGOS                    
9322299406,C,,5/8/2013,6/20/2013,NATURALLY FIT                 
9322300402,C,,5/8/2013,6/20/2013,CENTRE STAGE DANCE INC.       
9322303406,C,,5/8/2013,6/20/2013,O'BRIENS CRAFTS               
9322305419,C,,5/8/2013,6/20/2013,VICTORIA EXECUTIVE CENTRE     
9322306680,C,,5/8/2013,6/20/2013,OPEN SEAS INSTRUMENTATION     
9322316150,C,,5/8/2013,6/20/2013,CDN MILITARY POLICE KIT       
9322321564,C,,5/8/2013,6/20/2013,THE GREEN APPLE WELLNESS      
9322343527,C,,5/8/2013,6/20/2013,E-LICENSING BC                
9322344301,C,,5/8/2013,6/20/2013,ROCKY'S PIZZA                 
9322348575,C,,5/8/2013,6/20/2013,BK TWO-WAY RADIO              
9322348658,C,,5/8/2013,6/20/2013,ISLAND MEDIQUIP LTD           
9322356164,C,,5/8/2013,6/20/2013,CNA-BAY ST. GEORGE            
9322356362,C,,5/8/2013,6/20/2013,BROWNS SOCIAL HOUSE PANOR     
9322357949,C,,5/8/2013,6/20/2013,GUDRUN TASTING ROOM           
9322358558,C,,5/8/2013,6/20/2013,GBS COMMUNICATIONS INC.       
9322359762,C,,5/8/2013,6/20/2013,SUN ELECTRIC (1975) LTD.      
9322364580,C,,5/8/2013,6/20/2013,COASTAL DOOR & FRAME INC      
9322365512,C,,5/8/2013,6/20/2013,BIOSCRIPT PHARMACY LTD        
9322376493,C,,5/8/2013,6/20/2013,THE AUSSIE STORE              
9322385676,C,,5/8/2013,6/20/2013,SWISS CHALET #1198            
9322392425,C,,5/8/2013,6/20/2013,VIVID CONCEPTS                
9322392458,C,,5/8/2013,6/20/2013,OMA'S BAKE SHOP               
9322397390,C,,5/8/2013,6/20/2013,FOUR POINTS CALG AIRPORT      
9322398323,C,,5/8/2013,6/20/2013,PREDATOR RIDGE                
9322401697,C,,5/8/2013,6/20/2013,CLEAN SPOT INC                
9322401879,C,,5/8/2013,6/20/2013,BIKRAM HOT YOGA               
9322409690,C,,5/8/2013,6/20/2013,ROSEMAN CORP.                 
9322413692,C,,5/8/2013,6/20/2013,COLLEGE OF LICENSED PRACT     
9322429482,C,,5/8/2013,6/20/2013,STANHOPE BEACH RESORT         
9322432783,C,,5/8/2013,6/20/2013,CITY STARS                    
9322433682,C,,5/8/2013,6/20/2013,KOOTENAY RIVER RUNNERS        
9322437865,C,,5/8/2013,6/20/2013,THE MALECON WORLD FOOD        
9322438731,C,,5/8/2013,6/20/2013,BOW RIVER HEARING             
9322451726,C,,5/8/2013,6/20/2013,ALLSTAR VIDEO & MORE          
9322466807,C,,5/8/2013,6/20/2013,CLANCYS EATERY AND DRINK      
9322468241,C,,5/8/2013,6/20/2013,CAFE NUBA                     
9322472672,C,,5/8/2013,6/20/2013,SMOKIN LEN'S HOTEL            
9322490955,C,,5/8/2013,6/20/2013,WEQ PRODUCTION EQUIPMENT      
9322493710,C,,5/8/2013,6/20/2013,COBRA INTEGRATED SYSTEMS      
9322500597,C,,5/8/2013,6/20/2013,WHEELER ACCESSORIES           
9322502106,C,,5/8/2013,6/20/2013,REMAX INTERNATIONAL INC       
9322503781,C,,5/8/2013,6/20/2013,PROVENCHER FAMILY CHIROPR     
9322523813,C,,5/8/2013,6/20/2013,METAL SUPERMARKETS LANGLE     
9322525008,C,,5/8/2013,6/20/2013,BELLA VISTA                   
9322530081,C,,5/8/2013,6/20/2013,GYLDI'S PIZZA                 
9322534430,C,,5/8/2013,6/20/2013,GROWER DIRECT                 
9322547572,C,,5/8/2013,6/20/2013,GOLF USA PRINCE ALBERT        
9322548570,C,,5/8/2013,6/20/2013,FREDDY'S BREWPUB              
9322550311,C,,5/8/2013,6/20/2013,WALDORF HOTEL                 
9322555823,C,,5/8/2013,6/20/2013,FRANS' FLOWERS COQUI. CEN     
9322558124,C,,5/8/2013,6/20/2013,DOMINO'S PIZZA #10202         
9322558140,C,,5/8/2013,6/20/2013,DOMINO'S PIZZA #10206         
9322559239,C,,5/8/2013,6/20/2013,PAPA JOHN'S PIZZA             
9322559254,C,,5/8/2013,6/20/2013,CENTENNIAL CARSTAR COLLIS     
9322560153,C,,5/8/2013,6/20/2013,DOMINO'S PIZZA #10016         
9322560195,C,,5/8/2013,6/20/2013,DOMINO'S PIZZA #10038         
9322566515,C,,5/8/2013,6/20/2013,INNOVATIVE MEDICAL SUPPLI     
9322567620,C,,5/8/2013,6/20/2013,SALMO HOTEL                   
9322585549,C,,5/8/2013,6/20/2013,LISA'S STUDIO 10              
9322608416,C,,5/8/2013,6/20/2013,FIVE GUYS BURGERS & FRIES     
9322609646,C,,5/8/2013,6/20/2013,FLYINS TRUCK WASH             
9322611253,C,,5/8/2013,6/20/2013,NEW CAR DEALERS OF BC         
9322620957,C,,5/8/2013,6/20/2013,SMILES DENTAL GROUP- SPRU     
9322622573,C,,5/8/2013,6/20/2013,MARITIME MEDICAL CARE         
9322629743,C,,5/8/2013,6/20/2013,REGUS BUS CTRE CDA LTD        
9322629891,C,,5/8/2013,6/20/2013,SUBWAY - CAP                  
9322645582,C,,5/8/2013,6/20/2013,BRENTAX                       
9322665408,C,,5/8/2013,6/20/2013,JOHNSON'S GROCERY MARKET      
9322665424,C,,5/8/2013,6/20/2013,LIFESTYLES FITNESS            
9322682932,C,,5/8/2013,6/20/2013,DELUXE FRENCH FRIES           
9322687568,C,,5/8/2013,6/20/2013,BOYD DISTRIBUTORS INC.        
9322692907,C,,5/8/2013,6/20/2013,OBASAN                        
9322700015,C,,5/8/2013,6/20/2013,AIR CANADA                    
9322700809,C,,5/8/2013,6/20/2013,QANTAS AIRWAYS                
9322702086,C,,5/8/2013,6/20/2013,JESSY'S PIZZA - NEW MINAS     
9322715245,C,,5/8/2013,6/20/2013,A&W RESTAURANT                
9322716037,C,,5/8/2013,6/20/2013,ENFORM CANADA                 
9322717258,C,,5/8/2013,6/20/2013,GRANT THORNTON LLP            
9322718660,C,,5/8/2013,6/20/2013,BUDDIES NATURAL PET FOOD      
9322719056,C,,5/8/2013,6/20/2013,J & S SNACKS                  
9322730434,C,,5/8/2013,6/20/2013,GEEP ALBERTA INC.             
9322730459,C,,5/8/2013,6/20/2013,QUALITY INN                   
9322747917,C,,5/8/2013,6/20/2013,EDO JAPAN                     
9322756678,C,,5/8/2013,6/20/2013,BECUZ U.R.U. BOUTIQUE         
9322757254,C,,5/8/2013,6/20/2013,WELLINGTON PIZZA AND SEAF     
9322768491,C,,5/8/2013,6/20/2013,LITTLE CAESARS                
9322771115,C,,5/8/2013,6/20/2013,TSAWWASSEN SPRINGS GOLF-P     
9322775215,C,,5/8/2013,6/20/2013,SWISS CHALET #1228            
9322781320,C,,5/8/2013,6/20/2013,OTV TECHNOLOGIES LTD          
9322783631,C,,5/8/2013,6/20/2013,BLIND BAY RESORT LTD          
9322785875,C,,5/8/2013,6/20/2013,COWICHAN SOUND & CELLULAR     
9322786253,C,,5/8/2013,6/20/2013,NORTH SHORE CAR WASH          
9322792046,C,,5/8/2013,6/20/2013,JIM'S CLOTHES CLOSET LTD      
9322793879,C,,5/8/2013,6/20/2013,DOMINO'S PIZZA #10146#        
9322799140,C,,5/8/2013,6/20/2013,CLICKHEAT                     
9322802662,C,,5/8/2013,6/20/2013,SOUTH COWICHAN EYECARE        
9322808651,C,,5/8/2013,6/20/2013,UNIGLOBE TRAVEL WESTERN       
9322831372,C,,5/8/2013,6/20/2013,CLICKHEAT                     
9322844441,C,,5/8/2013,6/20/2013,BACK TO BASICS PHYSIOTHER     
9322844722,C,,5/8/2013,6/20/2013,FIVE GUYS BURGERS & FRIES     
9322852477,C,,5/8/2013,6/20/2013,THE JAVA HUT BAKERY & CAF     
9322853970,C,,5/8/2013,6/20/2013,AGRO CAFE                     
9322856437,C,,5/8/2013,6/20/2013,AVANTI FIREWORKS              
9322876617,C,,5/8/2013,6/20/2013,DELUXE FRENCH FRIES           
9322890162,C,,5/8/2013,6/20/2013,NATIONAL FIRE EQUIPMENT       
9322895781,C,,5/8/2013,6/20/2013,CLUB FITNESS                  
9322896359,C,,5/8/2013,6/20/2013,SUPERIOR WASH INC             
9322907669,C,,5/8/2013,6/20/2013,FALCON LAKE RESORT HOTEL      
9322916009,C,,5/8/2013,6/20/2013,GREAT CLIPS                   
9322916058,C,,5/8/2013,6/20/2013,BIG ERICS INC                 
9322922353,C,,5/8/2013,6/20/2013,PRATTS FOOD SERVICE (ALBE     
9322925042,C,,5/8/2013,6/20/2013,JOURNEYS #835015              
9322950255,C,,5/8/2013,6/20/2013,ICEBERG QUEST OCEAN TOURS     
9322956575,C,,5/8/2013,6/20/2013,FIVE GUYS BURGERS & FRIES     
9322968844,C,,5/8/2013,6/20/2013,GAMMA DYNACARE W4             
9323026139,C,,5/8/2013,6/20/2013,ATLANTIC CELL PHONE REPAI     
9323029653,C,,5/8/2013,6/20/2013,THE WINE SHOP                 
9323031642,C,,5/8/2013,6/20/2013,KWIK WAY # 206216             
9323034505,C,,5/8/2013,6/20/2013,ARLENE'S INTERIORS            
9324100008,C,,5/8/2013,6/20/2013,FTD                           
9324401141,C,,5/8/2013,6/20/2013,NORTH ATLANTIC PETROLEUM      
9324402859,C,,5/8/2013,6/20/2013,COHEN'S HOME FURNISHING       
9324470427,C,,5/8/2013,6/20/2013,THE TRUCK OUTFITTERS INC      
9324700864,C,,5/8/2013,6/20/2013,CALGARY CO-OP CAP             
9324701680,C,,5/8/2013,6/20/2013,PACIFIC NORTHWEST GARDEN      
9324717074,C,,5/8/2013,6/20/2013,WALLS ALIVE EDMONTON LTD      
9324747071,C,,5/8/2013,6/20/2013,WEST END GALLERY              
9324774877,C,,5/8/2013,6/20/2013,IMAGE SHOES LTD               
9324787747,C,,5/8/2013,6/20/2013,THE PHONE EXPERTS COMMUNI     
9324792168,C,,5/8/2013,6/20/2013,GORGE AUTO SUPPLY LTD         
9324811570,C,,5/8/2013,6/20/2013,PROFESSIONAL SKATE SVC        
9324812230,C,,5/8/2013,6/20/2013,SHELDON'S                     
9324813089,C,,5/8/2013,6/20/2013,OAK HALL LTD                  
9324822445,C,,5/8/2013,6/20/2013,YONGE ST SPECIALTY WEAR       
9324823484,C,,5/8/2013,6/20/2013,GOLDEN CLIPPER 107            
9324850628,C,,5/8/2013,6/20/2013,GENERAL FASTENERS HO          
9324861419,C,,5/8/2013,6/20/2013,PROGRESS GLASS CO LTD         
9324914895,C,,5/8/2013,6/20/2013,VIMRIDGE WATER TREATMENT      
9324916296,C,,5/8/2013,6/20/2013,COLWELL BROTHERS              
9324918359,C,,5/8/2013,6/20/2013,LOUNSBURY                     
9324953794,C,,5/8/2013,6/20/2013,DALHOUSIE                     
9324978791,C,,5/8/2013,6/20/2013,WHAT'S IN STORE               
9324984278,C,,5/8/2013,6/20/2013,COMPUTER DISTRIBUTORS CAN     
9325204346,C,,5/8/2013,6/20/2013,INDEPENDENT JEWELLERS         
9325215649,C,,5/8/2013,6/20/2013,KING'S FINE JEWELLERY         
9325216449,C,,5/8/2013,6/20/2013,ALTEEN BROTHERS               
9325218304,C,,5/8/2013,6/20/2013,THE GOLD ROOM LTD             
9325401686,C,,5/8/2013,6/20/2013,QUINN THE ESKIMO              
9325515477,C,,5/8/2013,6/20/2013,SANDPIPER GOLF/CNTRY CLUB     
9325536028,C,,5/8/2013,6/20/2013,AT HOME                       
9325561729,C,,5/8/2013,6/20/2013,GRIFFIN SPORT &SKI SHP LT     
9325564343,C,,5/8/2013,6/20/2013,BOOKINGHAM PALACE BOOKSTR     
9325582287,C,,5/8/2013,6/20/2013,S A V                         
9325589118,C,,5/8/2013,6/20/2013,PARKER'S MATTRESS FAC INC     
9325615855,C,,5/8/2013,6/20/2013,TIME & GOLD SHOPS LTD         
9325656099,C,,5/8/2013,6/20/2013,SHIPPERS SUPPLY INC. EDM.     
9325717693,C,,5/8/2013,6/20/2013,ALIANT TELECOM INC NS         
9325803105,C,,5/8/2013,6/20/2013,ATLANTIC TRACTORS             
9325832575,C,,5/8/2013,6/20/2013,ROCKY MNTN CHOCOLATE FCTY     
9325899210,C,,5/8/2013,6/20/2013,BEALES BAILIWICK LTD          
9325908599,C,,5/8/2013,6/20/2013,CANUCKS TEAM STORE            
9325909761,C,,5/8/2013,6/20/2013,LIMO JET GOLD EXPRESS LTD     
9325964014,C,,5/8/2013,6/20/2013,SPORT CHEK                    
9326207124,C,,5/8/2013,6/20/2013,HICKMAN MOTORS LTD            
9326513158,C,,5/8/2013,6/20/2013,HERITAGE MEMORIAL - CAP       
9326652022,C,,5/8/2013,6/20/2013,TWIN LAKES GOLF PRO SHOP      
9326658664,C,,5/8/2013,6/20/2013,COLLEGE OF THE NORTH ALTA     
9326661957,C,,5/8/2013,6/20/2013,RILEY'S-SOUTH BRANCH          
9326917573,C,,5/8/2013,6/20/2013,HALIFAX REG MUNICIPALITY      
9326936714,C,,5/8/2013,6/20/2013,RSC CANADA                    
9302513073,C,,5/8/2013,6/20/2013,CHERRY HILL PHOTO #0277       
9302817086,C,,5/8/2013,6/20/2013,COOLIGAN MARTIAL ARTS AND     
9302824280,C,,5/8/2013,6/20/2013,GODERICH TOYOTA               
9302991279,C,,5/8/2013,6/20/2013,THE TEN SPOT                  
9303028246,C,,5/8/2013,6/20/2013,MARKHAM IMAGING CONSULTAN     
9303030283,C,,5/8/2013,6/20/2013,DATE COM                      
9303030374,C,,5/8/2013,6/20/2013,MATCHMAKER COM                
9303035696,C,,5/8/2013,6/20/2013,HEALTHY BEGINNINGS CHIROP     
9303036744,C,,5/8/2013,6/20/2013,ROYAL HAMILTON YACHT CLUB     
9303044201,C,,5/8/2013,6/20/2013,TORONTO GENERAL HOSPITAL      
9303048657,C,,5/8/2013,6/20/2013,MITLA                         
9303065107,C,,5/8/2013,6/20/2013,LUBENGO                       
9303065115,C,,5/8/2013,6/20/2013,LUBENGO                       
9303301858,C,,5/8/2013,6/20/2013,CAMBRIDGE HOTEL & CONFERE     
9310618344,C,,5/8/2013,6/20/2013,STATIONNEMENT SAFEWAY         
9311155692,C,,5/8/2013,6/20/2013,HENRY AUDET                   
9322483786,C,,5/8/2013,6/20/2013,JOHNSTON & MURPHY FACTORY     
9322794950,C,,5/8/2013,6/20/2013,JOURNEYS #835023              
9322813289,C,,5/8/2013,6/20/2013,GLASS RESTAURANT & LOUNGE     
9322815003,C,,5/8/2013,6/20/2013,LIDS #307718                  
9322817231,C,,5/8/2013,6/20/2013,CLICKHEAT                     
9322817272,C,,5/8/2013,6/20/2013,WESTWARD PARTS SERVICES       
9322820524,C,,5/8/2013,6/20/2013,SUBWAY 11162                  
9323047200,C,,5/8/2013,6/20/2013,LUXURY FIRST HOTEL AND SP     
9323051103,C,,5/8/2013,6/20/2013,SOUL OF HALLOWEEN             
9323052218,C,,5/8/2013,6/20/2013,JARGE'S PUB                   
9323081522,C,,5/8/2013,6/20/2013,SUBWAY                        
9323102807,C,,5/8/2013,6/20/2013,CAREZEN                       
9323106543,C,,5/8/2013,6/20/2013,RIVERVIEW ANIMAL HOSPITAL     
9325216324,C,,5/8/2013,6/20/2013,ALTEEN'S JEWELLERS            
9325700889,C,,5/8/2013,6/20/2013,COSTCO WHOLESALE              
9302879813,C,,5/8/2013,6/20/2013,DOMINOS PIZZA #10290          
9302883997,C,,5/8/2013,6/20/2013,MEENA CLEANERS                
9303077714,C,,5/8/2013,6/20/2013,PUBLIC MOBILE                 
9303115423,C,,5/8/2013,6/20/2013,PROPANE LEVAC                 
9303120449,C,,5/8/2013,6/20/2013,REPRODUX                      
9303120720,C,,5/8/2013,6/20/2013,RSA PET INSURANCE             
9303120803,C,,5/8/2013,6/20/2013,MELONHEAD CORPORATION         
9303121025,C,,5/8/2013,6/20/2013,WHIRLPOOL CANADA              
9303122858,C,,5/8/2013,6/20/2013,GCW CUSTOM KITCHEN AND CA     
9303124797,C,,5/8/2013,6/20/2013,STATE FARM                    
9303124839,C,,5/8/2013,6/20/2013,DIRECTBUY                     
9303125281,C,,5/8/2013,6/20/2013,MITSUBISHI MATERIALS USA      
9303125380,C,,5/8/2013,6/20/2013,KOTT LUMBER COMPANY           
9303126164,C,,5/8/2013,6/20/2013,TEMPLAR HOTEL                 
